Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
4:12	nyey		rc://*/ta/man/translate/figs-metaphor	הַֽ⁠מְרִיקִ֥ים מֵ⁠עֲלֵי⁠הֶ֖ם הַ⁠זָּהָֽב		Here Zechariah is speaking as if the olive oil were gold because of its preciousness and golden color. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [emptying the olive oil from upon them]
4:13	ruqk		rc://*/ta/man/translate/writing-pronouns	וַ⁠יֹּ֤אמֶר אֵלַ⁠י֙	1	The pronoun **he** refers to the angel. It may be helpful to clarify this for your readers. Alternate translation: [And the angel said to me]
4:13	vala		rc://*/ta/man/translate/figs-rquestion	הֲ⁠ל֥וֹא יָדַ֖עְתָּ מָה־אֵ֑לֶּה	1	The angel is using the question form to express that Zechariah should already know what the items mean. If a speaker of your language would not use the question form for that purpose, you could translate this as a statement or as an exclamation. See how you translated the similar expression in [4:5](../04/05.md). Alternate translation: [You should know what these are.]
4:14	y2rs		rc://*/ta/man/translate/figs-possession	אֲד֥וֹן כָּל־הָ⁠אָֽרֶץ		The angel is using the possessive form to describe a **Lord** who rules all the earth. If a speaker of your language would not use the possessive form for this, you could express this idea in another way. Alternate translation: [the Lord who rules all the earth]
4:14	w1mw		rc://*/ta/man/translate/figs-idiom	שְׁנֵ֣י בְנֵֽי־הַ⁠יִּצְהָ֑ר	1	The angel is using **sons of the fresh oil** as a common expression of the culture to mean the people who have been anointed to serve. If this phrase does not have that meaning for your readers, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [are the two servants who were anointed]
5:intro	x1zy				0	# Zechariah 5 Introduction\n\n## Structure and Formatting\n\nThis chapter presents two [[rc://*/tw/dict/bible/other/vision]]s in which an [[rc://*/tw/dict/bible/kt/angel]] interprets what Zechariah sees. The first vision (verses 1–4) shows a flying [[rc://*/tw/dict/bible/other/scroll]] carrying a divine [[rc://*/tw/dict/bible/kt/curse]] against thieves and false swearers. The second vision (verses 5–11) shows [[rc://*/tw/dict/bible/kt/evil]] personified as a woman sealed inside an ephah and carried away to [[rc://*/tw/dict/bible/names/shinar]].\n\n## Religious and Cultural Concepts in This Chapter\n\n### Personification of Wickedness\n\nThe angel identifies the woman inside the ephah as “the wickedness,” using a human figure to represent the community’s sin. Translators should preserve this identification without reducing it to a mere symbol.\n\n### Ancient Measurements\n\nThe chapter refers to cubits (verse 2) and the ephah (verses 6–10). These measurement units may need explanatory notes for readers unfamiliar with ancient systems.
5:1	h60w		rc://*/ta/man/translate/figs-metaphor	וְ⁠הִנֵּ֖ה	1	Zechariah is using the term **behold** to focus his listeners’ attention on what he is about to say. Your language may have a comparable expression that you can use in your translation. Alternate translation: [pay attention]
5:1	kzag		rc://*/ta/man/translate/figs-idiom	וָ⁠אֶשָּׂ֥א עֵינַ֖⁠י	1	Zechariah is using **I lifted up my eyes** as a common expression of the culture to mean “I raised my eyes to look.” If this phrase does not have that meaning for your readers, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [I raised my eyes]
5:1	pm6l		rc://*/ta/man/translate/writing-newevent	וָ⁠אָשׁ֕וּב וָ⁠אֶשָּׂ֥א עֵינַ֖⁠י וָֽ⁠אֶרְאֶ֑ה	1	Zechariah is using the phrase translated as **And I returned** to introduce a new event in the story. Use a word, phrase, or other method in your language that is natural for introducing a new event.
5:2	unog		rc://*/ta/man/translate/translate-bdistance	עֶשְׂרִ֣ים בָּֽ⁠אַמָּ֔ה & עֶ֥שֶׂר בָּ⁠אַמָּֽה	1	A **cubit** was a unit of measurement corresponding to the distance between an average person’s elbow and middle fingertip, or about 46 centimeters or 18 inches. If it would be helpful to your readers, you could express the dimensions of the scroll in modern measurements, either in the text or in a footnote. Alternate translation: [9 meters … 4.5 meters]
5:3	u6ln		rc://*/ta/man/translate/figs-abstractnouns	הָֽ⁠אָלָ֔ה	1	If your language does not use an abstract noun for the idea of **curse**, you could express the same idea in another way. Alternate translation: [the words Yahweh spoke against them]
5:3	ydib		rc://*/ta/man/translate/figs-explicit	כָל & כִּ֣י & הַ⁠גֹּנֵ֗ב	1	The implication is that the word **for** introduces the specific content of the curse, explaining what it says about those who steal. You could include this information if that would be helpful to your readers. Alternate translation: [for, as the curse says, everyone who is stealing]
5:3	fg5p		rc://*/ta/man/translate/figs-idiom	פְּנֵ֣י כָל־הָ⁠אָ֑רֶץ	1	The angel is using **the face of all of the earth** as a common expression of the culture to mean “the surface of the whole land.” If this phrase does not have that meaning for your readers, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [the surface of the whole land]
5:3	u5hz		rc://*/ta/man/translate/figs-activepassive	נִקָּ֔ה	1	The expression **has been cleared** is a passive verbal form. If it would be unnatural to use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [Yahweh will punish them]
5:3	orwm		rc://*/ta/man/translate/figs-activepassive	נִקָּ֔ה	1	The expression **has been cleared** is a passive verbal form. If it would be unnatural to use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [Yahweh will punish them]
5:3	gwuz		rc://*/ta/man/translate/figs-genericnoun	כָל & הַ⁠גֹּנֵ֗ב	1	The angel is not referring to a specific person **who is stealing**. He means anyone who steals in general. If it would be helpful to your readers, you could use an expression that would be more natural in your language. Alternate translation: [anyone who steals]
5:3	idi8		rc://*/ta/man/translate/figs-genericnoun	וְ⁠כָל־הַ⁠נִּ֨שְׁבָּ֔ע	1	The angel is not referring to a specific person **who is swearing**. He means anyone who swears falsely in general. If it would be helpful to your readers, you could use an expression that would be more natural in your language. Alternate translation: [whoever swears falsely]
5:3	zdoo		rc://*/ta/man/translate/figs-explicit	מִ⁠זֶּה֙	1	The implication is that **from this** and **from this** refer to the two sides of the scroll, one side addressing those who steal and the other side addressing those who swear falsely. You could include this information if that would be helpful to your readers. Alternate translation: [on this side of the scroll … on the other side of the scroll]
5:4	zvhg		rc://*/ta/man/translate/writing-pronouns	וּ⁠בָ֨אָה֙ & וְ⁠לָ֨נֶה֙ & וְ⁠כִלַּ֖תּ⁠וּ	1	The pronoun **it** refers to the curse. It may be helpful to clarify this for your readers. Alternate translation: [the curse will come … the curse will spend the night … the curse will consume the house]
5:4	gnwp		rc://*/ta/man/translate/writing-pronouns	בֵּית֔⁠וֹ	1	The pronoun **his** refers to each person who steals or swears falsely, as mentioned earlier in the verse. It may be helpful to clarify this for your readers. Alternate translation: [the house of the one who sinned]
5:4	h4dk		rc://*/ta/man/translate/figs-genericnoun	הַ⁠גַּנָּ֔ב & הַ⁠נִּשְׁבָּ֥ע בִּ⁠שְׁמִ֖⁠י לַ⁠שָּׁ֑קֶר	1	Yahweh is not referring to a specific **thief** or a specific person **swearing by** his **name to falsehood**. He means any such person in general. If it would be helpful to your readers, you could use an expression that would be more natural in your language. Alternate translation: [people who steal & people who swear falsely by my name]
5:4	rivq		rc://*/ta/man/translate/figs-metonymy	בִּ⁠שְׁמִ֖⁠י	1	Here, **my name** represents Yahweh’s person and authority. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [by my name and authority]
5:4	xh9d		rc://*/ta/man/translate/figs-personification	וְ⁠כִלַּ֖תּ⁠וּ & עֵצָ֥י⁠ו & אֲבָנָֽי⁠ו	1	Yahweh is speaking of the curse as if it were a living thing that could **consume** a house and **its timbers and its stones**. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [will destroy it, and its timbers and its stones]
5:4	lp78		rc://*/ta/man/translate/figs-quotesinquotes	הוֹצֵאתִ֗י⁠הָ	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: [Yahweh of Armies says that he has brought it out]
5:4	jj34		rc://*/ta/man/translate/figs-ellipsis	עֵצָ֥י⁠ו & אֲבָנָֽי⁠ו	1	Yahweh is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from the context if that would be clearer in your language. Alternate translation: [and will consume its timbers and its stones]
5:4	cwny		rc://*/ta/man/translate/writing-quotations	נְאֻם֙ יְהוָ֣ה צְבָא֔וֹת	1	The phrase **declaration of Yahweh of Armies** identifies the speaker of the direct quotation. In your translation, use a natural way of indicating the speaker of a direct quotation in your language. It may not be necessary to represent this phrase as an interruption within the quotation.
5:4	yrhf		rc://*/ta/man/translate/figs-personification	וְ⁠לָ֨נֶה֙ בְּ⁠ת֣וֹךְ בֵּית֔⁠וֹ	1	Yahweh is speaking of the curse as if it were a living thing that could **spend the night in the midst of** someone’s **house**. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [it will remain in his house]
5:4	nr6z		rc://*/ta/man/translate/figs-abstractnouns	לַ⁠שָּׁ֑קֶר	1	If your language does not use an abstract noun for the idea of **falsehood**, you could express the same idea in another way. Alternate translation: [falsely swearing by my name]
5:4	i4ym		rc://*/ta/man/translate/figs-personification	וּ⁠בָ֨אָה֙ אֶל־בֵּ֣ית הַ⁠גַּנָּ֔ב	1	Yahweh is speaking of the curse as if it were a living thing that could **come** to someone’s house. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [it will reach the thief’s house]
